cantica;canto;cum_verse_number;verse_number;text;author
3;22;12584;97;Così mi disse, e indi si raccolse;dante
3;22;12585;98;"al suo collegio, e ’l collegio si strinse;";dante
3;22;12586;99;poi, come turbo, in sù tutto s’avvolse.;dante
3;22;12587;100;La dolce donna dietro a lor mi pinse;dante
3;22;12588;101;con un sol cenno su per quella scala,;dante
3;22;12589;102;"sì sua virtù la mia natura vinse;";dante
3;22;12590;103;né mai qua giù dove si monta e cala;dante
3;22;12591;104;naturalmente, fu sì ratto moto;dante
3;22;12592;105;ch’agguagliar si potesse a la mia ala.;dante
3;22;12593;106;S’io torni mai, lettore, a quel divoto;dante
3;22;12594;107;trïunfo per lo quale io piango spesso;dante
3;22;12595;108;le mie peccata e ’l petto mi percuoto,;dante
3;22;12596;109;tu non avresti in tanto tratto e messo;dante
3;22;12597;110;nel foco il dito, in quant’ io vidi ’l segno;dante
3;22;12598;111;che segue il Tauro e fui dentro da esso.;dante
3;22;12599;112;O glorïose stelle, o lume pregno;dante
3;22;12600;113;di gran virtù, dal quale io riconosco;dante
3;22;12601;114;tutto, qual che si sia, il mio ingegno,;dante
3;22;12602;115;con voi nasceva e s’ascondeva vosco;dante
3;22;12603;116;quelli ch’è padre d’ogne mortal vita,;dante
3;22;12604;117;"quand’ io senti’ di prima l’aere tosco;";dante
3;22;12605;118;e poi, quando mi fu grazia largita;dante
3;22;12606;119;d’entrar ne l’alta rota che vi gira,;dante
3;22;12607;120;la vostra regïon mi fu sortita.;dante
3;22;12608;121;A voi divotamente ora sospira;dante
3;22;12609;122;l’anima mia, per acquistar virtute;dante
3;22;12610;123;al passo forte che a sé la tira.;dante
3;22;12611;124;«Tu se’ sì presso a l’ultima salute»,;dante
3;22;12612;125;cominciò Bëatrice, «che tu dei;dante
3;22;12613;126;"aver le luci tue chiare e acute;";dante
3;22;12614;127;e però, prima che tu più t’inlei,;dante
3;22;12615;128;rimira in giù, e vedi quanto mondo;dante
3;22;12616;129;"sotto li piedi già esser ti fei;";dante
3;22;12617;130;sì che ’l tuo cor, quantunque può, giocondo;dante
3;22;12618;131;s’appresenti a la turba trïunfante;dante
3;22;12619;132;che lieta vien per questo etera tondo».;dante
3;22;12620;133;Col viso ritornai per tutte quante;dante
3;22;12621;134;le sette spere, e vidi questo globo;dante
3;22;12622;135;"tal, ch’io sorrisi del suo vil sembiante;";dante
3;22;12623;136;e quel consiglio per migliore approbo;dante
3;22;12624;137;"che l’ha per meno; e chi ad altro pensa";dante
3;22;12625;138;chiamar si puote veramente probo.;dante
3;22;12626;139;Vidi la figlia di Latona incensa;dante
3;22;12627;140;sanza quell’ ombra che mi fu cagione;dante
3;22;12628;141;per che già la credetti rara e densa.;dante
3;22;12629;142;L’aspetto del tuo nato, Iperïone,;dante
3;22;12630;143;quivi sostenni, e vidi com’ si move;dante
3;22;12631;144;circa e vicino a lui Maia e Dïone.;dante
3;22;12632;145;Quindi m’apparve il temperar di Giove;dante
3;22;12633;146;"tra ’l padre e ’l figlio; e quindi mi fu chiaro";dante
3;22;12634;147;"il varïar che fanno di lor dove;";dante
3;22;12635;148;e tutti e sette mi si dimostraro;dante
3;22;12636;149;quanto son grandi e quanto son veloci;dante
3;22;12637;150;e come sono in distante riparo.;dante
3;22;12638;151;L'aiuola che ci fa tanto feroci,;dante
3;22;12639;152;volgendom' io con li etterni Gemelli,;dante
3;22;12640;153;"tutta m'apparve da' colli a le foci;";dante
3;22;12641;154;poscia rivolsi li occhi a li occhi belli.}};dante
3;23;12642;1;Come l’augello, intra l’amate fronde,;dante
3;23;12643;2;posato al nido de’ suoi dolci nati;dante
3;23;12644;3;la notte che le cose ci nasconde,;dante
3;23;12645;4;che, per veder li aspetti disïati;dante
3;23;12646;5;e per trovar lo cibo onde li pasca,;dante
3;23;12647;6;in che gravi labor li sono aggrati,;dante
3;23;12648;7;previene il tempo in su aperta frasca,;dante
3;23;12649;8;e con ardente affetto il sole aspetta,;dante
3;23;12650;9;"fiso guardando pur che l’alba nasca;";dante
3;23;12651;10;così la donna mïa stava eretta;dante
3;23;12652;11;e attenta, rivolta inver’ la plaga;dante
3;23;12653;12;sotto la quale il sol mostra men fretta:;dante
3;23;12654;13;sì che, veggendola io sospesa e vaga,;dante
3;23;12655;14;fecimi qual è quei che disïando;dante
3;23;12656;15;altro vorria, e sperando s’appaga.;dante
3;23;12657;16;Ma poco fu tra uno e altro quando,;dante
3;23;12658;17;del mio attender, dico, e del vedere;dante
3;23;12659;18;"lo ciel venir più e più rischiarando;";dante
3;23;12660;19;e Bëatrice disse: «Ecco le schiere;dante
3;23;12661;20;del trïunfo di Cristo e tutto ’l frutto;dante
3;23;12662;21;ricolto del girar di queste spere!».;dante
3;23;12663;22;Pariemi che ’l suo viso ardesse tutto,;dante
3;23;12664;23;e li occhi avea di letizia sì pieni,;dante
3;23;12665;24;che passarmen convien sanza costrutto.;dante
3;23;12666;25;Quale ne’ plenilunïi sereni;dante
3;23;12667;26;Trivïa ride tra le ninfe etterne;dante
3;23;12668;27;che dipingon lo ciel per tutti i seni,;dante
3;23;12669;28;vid’ i’ sopra migliaia di lucerne;dante
3;23;12670;29;un sol che tutte quante l’accendea,;dante
3;23;12671;30;"come fa ’l nostro le viste superne;";dante
3;23;12672;31;e per la viva luce trasparea;dante
3;23;12673;32;la lucente sustanza tanto chiara;dante
3;23;12674;33;nel viso mio, che non la sostenea.;dante
3;23;12675;34;Oh Bëatrice, dolce guida e cara!;dante
3;23;12676;35;Ella mi disse: «Quel che ti sobranza;dante
3;23;12677;36;è virtù da cui nulla si ripara.;dante
3;23;12678;37;Quivi è la sapïenza e la possanza;dante
3;23;12679;38;ch’aprì le strade tra ’l cielo e la terra,;dante
3;23;12680;39;onde fu già sì lunga disïanza».;dante
3;23;12681;40;Come foco di nube si diserra;dante
3;23;12682;41;per dilatarsi sì che non vi cape,;dante
3;23;12683;42;e fuor di sua natura in giù s’atterra,;dante
3;23;12684;43;la mente mia così, tra quelle dape;dante
3;23;12685;44;fatta più grande, di sé stessa uscìo,;dante
3;23;12686;45;e che si fesse rimembrar non sape.;dante
3;23;12687;46;"«Apri li occhi e riguarda qual son io;";dante
3;23;12688;47;tu hai vedute cose, che possente;dante
3;23;12689;48;se’ fatto a sostener lo riso mio».;dante
3;23;12690;49;Io era come quei che si risente;dante
3;23;12691;50;di visïone oblita e che s’ingegna;dante
3;23;12692;51;indarno di ridurlasi a la mente,;dante
3;23;12693;52;quand’ io udi’ questa proferta, degna;dante
3;23;12694;53;di tanto grato, che mai non si stingue;dante
3;23;12695;54;del libro che ’l preterito rassegna.;dante
3;23;12696;55;Se mo sonasser tutte quelle lingue;dante
3;23;12697;56;che Polimnïa con le suore fero;dante
3;23;12698;57;del latte lor dolcissimo più pingue,;dante
3;23;12699;58;per aiutarmi, al millesmo del vero;dante
3;23;12700;59;non si verria, cantando il santo riso;dante
3;23;12701;60;"e quanto il santo aspetto facea mero;";dante
3;23;12702;61;e così, figurando il paradiso,;dante
3;23;12703;62;convien saltar lo sacrato poema,;dante
3;23;12704;63;come chi trova suo cammin riciso.;dante
3;23;12705;64;Ma chi pensasse il ponderoso tema;dante
3;23;12706;65;e l’omero mortal che se ne carca,;dante
3;23;12707;66;nol biasmerebbe se sott’ esso trema:;dante
3;23;12708;67;non è pareggio da picciola barca;dante
3;23;12709;68;quel che fendendo va l’ardita prora,;dante
3;23;12710;69;né da nocchier ch’a sé medesmo parca.;dante
3;23;12711;70;«Perché la faccia mia sì t’innamora,;dante
3;23;12712;71;che tu non ti rivolgi al bel giardino;dante
3;23;12713;72;che sotto i raggi di Cristo s’infiora?;dante
3;23;12714;73;Quivi è la rosa in che ’l verbo divino;dante
3;23;12715;74;"carne si fece; quivi son li gigli";dante
3;23;12716;75;al cui odor si prese il buon cammino».;dante
3;23;12717;76;"Così Beatrice; e io, che a’ suoi consigli";dante
3;23;12718;77;tutto era pronto, ancora mi rendei;dante
3;23;12719;78;a la battaglia de’ debili cigli.;dante
3;23;12720;79;Come a raggio di sol, che puro mei;dante
3;23;12721;80;per fratta nube, già prato di fiori;dante
3;23;12722;81;"vider, coverti d’ombra, li occhi miei;";dante
3;23;12723;82;vid’ io così più turbe di splendori,;dante
3;23;12724;83;folgorate di sù da raggi ardenti,;dante
3;23;12725;84;sanza veder principio di folgóri.;dante
3;23;12726;85;O benigna vertù che sì li ’mprenti,;dante
3;23;12727;86;sù t’essaltasti, per largirmi loco;dante
3;23;12728;87;a li occhi lì che non t’eran possenti.;dante
3;23;12729;88;Il nome del bel fior ch’io sempre invoco;dante
3;23;12730;89;e mane e sera, tutto mi ristrinse;dante
3;23;12731;90;"l’animo ad avvisar lo maggior foco;";dante
3;23;12732;91;e come ambo le luci mi dipinse;dante
3;23;12733;92;il quale e il quanto de la viva stella;dante
3;23;12734;93;che là sù vince come qua giù vinse,;dante
3;23;12735;94;per entro il cielo scese una facella,;dante
3;23;12736;95;formata in cerchio a guisa di corona,;dante
3;23;12737;96;e cinsela e girossi intorno ad ella.;dante
3;23;12738;97;Qualunque melodia più dolce suona;dante
3;23;12739;98;qua giù e più a sé l’anima tira,;dante
3;23;12740;99;parrebbe nube che squarciata tona,;dante
3;23;12741;100;comparata al sonar di quella lira;dante
3;23;12742;101;onde si coronava il bel zaffiro;dante
3;23;12743;102;del quale il ciel più chiaro s’inzaffira.;dante
3;23;12744;103;«Io sono amore angelico, che giro;dante
3;23;12745;104;l’alta letizia che spira del ventre;dante
3;23;12746;105;"che fu albergo del nostro disiro;";dante
3;23;12747;106;e girerommi, donna del ciel, mentre;dante
3;23;12748;107;che seguirai tuo figlio, e farai dia;dante
3;23;12749;108;più la spera supprema perché lì entre».;dante
3;23;12750;109;Così la circulata melodia;dante
3;23;12751;110;si sigillava, e tutti li altri lumi;dante
3;23;12752;111;facean sonare il nome di Maria.;dante
3;23;12753;112;Lo real manto di tutti i volumi;dante
3;23;12754;113;del mondo, che più ferve e più s’avviva;dante
3;23;12755;114;ne l’alito di Dio e nei costumi,;dante
3;23;12756;115;avea sopra di noi l’interna riva;dante
3;23;12757;116;tanto distante, che la sua parvenza,;dante
3;23;12758;117;là dov’ io era, ancor non appariva:;dante
3;23;12759;118;però non ebber li occhi miei potenza;dante
3;23;12760;119;di seguitar la coronata fiamma;dante
3;23;12761;120;che si levò appresso sua semenza.;dante
3;23;12762;121;E come fantolin che ’nver’ la mamma;dante
3;23;12763;122;tende le braccia, poi che ’l latte prese,;dante
3;23;12764;123;"per l’animo che ’nfin di fuor s’infiamma;";dante
3;23;12765;124;ciascun di quei candori in sù si stese;dante
3;23;12766;125;con la sua cima, sì che l’alto affetto;dante
3;23;12767;126;ch’elli avieno a Maria mi fu palese.;dante
3;23;12768;127;Indi rimaser lì nel mio cospetto,;dante
3;23;12769;128;’Regina celi’ cantando sì dolce,;dante
3;23;12770;129;che mai da me non si partì ’l diletto.;dante
3;23;12771;130;Oh quanta è l’ubertà che si soffolce;dante
3;23;12772;131;in quelle arche ricchissime che fuoro;dante
3;23;12773;132;a seminar qua giù buone bobolce!;dante
3;23;12774;133;Quivi si vive e gode del tesoro;dante
3;23;12775;134;che s’acquistò piangendo ne lo essilio;dante
3;23;12776;135;di Babillòn, ove si lasciò l’oro.;dante
3;23;12777;136;Quivi trïunfa, sotto l’alto Filio;dante
3;23;12778;137;di Dio e di Maria, di sua vittoria,;dante
3;23;12779;138;e con l’antico e col novo concilio,;dante
3;23;12780;139;colui che tien le chiavi di tal gloria.;dante
3;24;12781;1;«O sodalizio eletto a la gran cena;dante
3;24;12782;2;del benedetto Agnello, il qual vi ciba;dante
3;24;12783;3;sì, che la vostra voglia è sempre piena,;dante
3;24;12784;4;se per grazia di Dio questi preliba;dante
3;24;12785;5;di quel che cade de la vostra mensa,;dante
3;24;12786;6;prima che morte tempo li prescriba,;dante
3;24;12787;7;ponete mente a l’affezione immensa;dante
3;24;12788;8;e roratelo alquanto: voi bevete;dante
3;24;12789;9;sempre del fonte onde vien quel ch’ei pensa».;dante
3;24;12790;10;"Così Beatrice; e quelle anime liete";dante
3;24;12791;11;si fero spere sopra fissi poli,;dante
3;24;12792;12;fiammando, volte, a guisa di comete.;dante
3;24;12793;13;E come cerchi in tempra d’orïuoli;dante
3;24;12794;14;si giran sì, che ’l primo a chi pon mente;dante
3;24;12795;15;"quïeto pare, e l’ultimo che voli;";dante
3;24;12796;16;così quelle carole, differente-;dante
3;24;12797;17;mente danzando, de la sua ricchezza;dante
3;24;12798;18;mi facieno stimar, veloci e lente.;dante
3;24;12799;19;Di quella ch’io notai di più carezza;dante
3;24;12800;20;vid’ ïo uscire un foco sì felice,;dante
3;24;12801;21;"che nullo vi lasciò di più chiarezza;";dante
3;24;12802;22;e tre fïate intorno di Beatrice;dante
3;24;12803;23;si volse con un canto tanto divo,;dante
3;24;12804;24;che la mia fantasia nol mi ridice.;dante
3;24;12805;25;Però salta la penna e non lo scrivo:;dante
3;24;12806;26;ché l’imagine nostra a cotai pieghe,;dante
3;24;12807;27;non che ’l parlare, è troppo color vivo.;dante
3;24;12808;28;«O santa suora mia che sì ne prieghe;dante
3;24;12809;29;divota, per lo tuo ardente affetto;dante
3;24;12810;30;da quella bella spera mi disleghe».;dante
3;24;12811;31;Poscia fermato, il foco benedetto;dante
3;24;12812;32;a la mia donna dirizzò lo spiro,;dante
3;24;12813;33;che favellò così com’ i’ ho detto.;dante
3;24;12814;34;Ed ella: «O luce etterna del gran viro;dante
3;24;12815;35;a cui Nostro Segnor lasciò le chiavi,;dante
3;24;12816;36;ch’ei portò giù, di questo gaudio miro,;dante
3;24;12817;37;tenta costui di punti lievi e gravi,;dante
3;24;12818;38;come ti piace, intorno de la fede,;dante
3;24;12819;39;per la qual tu su per lo mare andavi.;dante
3;24;12820;40;S’elli ama bene e bene spera e crede,;dante
3;24;12821;41;non t’è occulto, perché ’l viso hai quivi;dante
3;24;12822;42;"dov’ ogne cosa dipinta si vede;";dante
3;24;12823;43;ma perché questo regno ha fatto civi;dante
3;24;12824;44;per la verace fede, a glorïarla,;dante
3;24;12825;45;di lei parlare è ben ch’a lui arrivi».;dante
3;24;12826;46;Sì come il baccialier s’arma e non parla;dante
3;24;12827;47;fin che ’l maestro la question propone,;dante
3;24;12828;48;per approvarla, non per terminarla,;dante
3;24;12829;49;così m’armava io d’ogne ragione;dante
3;24;12830;50;mentre ch’ella dicea, per esser presto;dante
3;24;12831;51;a tal querente e a tal professione.;dante
3;24;12832;52;«Dì, buon Cristiano, fatti manifesto:;dante
3;24;12833;53;fede che è?». Ond’ io levai la fronte;dante
3;24;12834;54;"in quella luce onde spirava questo;";dante
3;24;12835;55;poi mi volsi a Beatrice, ed essa pronte;dante
3;24;12836;56;sembianze femmi perch’ ïo spandessi;dante
3;24;12837;57;l’acqua di fuor del mio interno fonte.;dante
3;24;12838;58;«La Grazia che mi dà ch’io mi confessi»,;dante
3;24;12839;59;comincia’ io, «da l’alto primipilo,;dante
3;24;12840;60;faccia li miei concetti bene espressi».;dante
3;24;12841;61;E seguitai: «Come ’l verace stilo;dante
3;24;12842;62;ne scrisse, padre, del tuo caro frate;dante
3;24;12843;63;che mise teco Roma nel buon filo,;dante
3;24;12844;64;fede è sustanza di cose sperate;dante
3;24;12845;65;"e argomento de le non parventi;";dante
3;24;12846;66;e questa pare a me sua quiditate».;dante
3;24;12847;67;Allora udi’: «Dirittamente senti,;dante
3;24;12848;68;se bene intendi perché la ripuose;dante
3;24;12849;69;tra le sustanze, e poi tra li argomenti».;dante
3;24;12850;70;E io appresso: «Le profonde cose;dante
3;24;12851;71;che mi largiscon qui la lor parvenza,;dante
3;24;12852;72;a li occhi di là giù son sì ascose,;dante
3;24;12853;73;che l’esser loro v’è in sola credenza,;dante
3;24;12854;74;"sopra la qual si fonda l’alta spene;";dante
3;24;12855;75;e però di sustanza prende intenza.;dante
3;24;12856;76;E da questa credenza ci convene;dante
3;24;12857;77;silogizzar, sanz’ avere altra vista:;dante
3;24;12858;78;però intenza d’argomento tene».;dante
3;24;12859;79;Allora udi’: «Se quantunque s’acquista;dante
3;24;12860;80;giù per dottrina, fosse così ’nteso,;dante
3;24;12861;81;non lì avria loco ingegno di sofista».;dante
3;24;12862;82;"Così spirò di quello amore acceso;";dante
3;24;12863;83;indi soggiunse: «Assai bene è trascorsa;dante
3;24;12864;84;"d’esta moneta già la lega e ’l peso;";dante
3;24;12865;85;ma dimmi se tu l’hai ne la tua borsa».;dante
3;24;12866;86;Ond’ io: «Sì ho, sì lucida e sì tonda,;dante
3;24;12867;87;che nel suo conio nulla mi s’inforsa».;dante
3;24;12868;88;Appresso uscì de la luce profonda;dante
3;24;12869;89;che lì splendeva: «Questa cara gioia;dante
3;24;12870;90;sopra la quale ogne virtù si fonda,;dante
3;24;12871;91;onde ti venne?». E io: «La larga ploia;dante
3;24;12872;92;de lo Spirito Santo, ch’è diffusa;dante
3;24;12873;93;in su le vecchie e ’n su le nuove cuoia,;dante
3;24;12874;94;è silogismo che la m’ha conchiusa;dante
3;24;12875;95;acutamente sì, che ’nverso d’ella;dante
3;24;12876;96;ogne dimostrazion mi pare ottusa».;dante
3;24;12877;97;Io udi’ poi: «L’antica e la novella;dante
3;24;12878;98;proposizion che così ti conchiude,;dante
3;24;12879;99;perché l’hai tu per divina favella?».;dante
3;24;12880;100;E io: «La prova che ’l ver mi dischiude,;dante
3;24;12881;101;son l’opere seguite, a che natura;dante
3;24;12882;102;non scalda ferro mai né batte incude».;dante
3;24;12883;103;Risposto fummi: «Dì, chi t’assicura;dante
3;24;12884;104;che quell’ opere fosser? Quel medesmo;dante
3;24;12885;105;che vuol provarsi, non altri, il ti giura».;dante
3;24;12886;106;«Se ’l mondo si rivolse al cristianesmo»,;dante
3;24;12887;107;diss’ io, «sanza miracoli, quest’ uno;dante
3;24;12888;108;è tal, che li altri non sono il centesmo:;dante
3;24;12889;109;ché tu intrasti povero e digiuno;dante
3;24;12890;110;in campo, a seminar la buona pianta;dante
3;24;12891;111;che fu già vite e ora è fatta pruno».;dante
3;24;12892;112;Finito questo, l’alta corte santa;dante
3;24;12893;113;risonò per le spere un ’Dio laudamo’;dante
3;24;12894;114;ne la melode che là sù si canta.;dante
3;24;12895;115;E quel baron che sì di ramo in ramo,;dante
3;24;12896;116;essaminando, già tratto m’avea,;dante
3;24;12897;117;che a l’ultime fronde appressavamo,;dante
3;24;12898;118;ricominciò: «La Grazia, che donnea;dante
3;24;12899;119;con la tua mente, la bocca t’aperse;dante
3;24;12900;120;infino a qui come aprir si dovea,;dante
3;24;12901;121;"sì ch’io approvo ciò che fuori emerse;";dante
3;24;12902;122;ma or convien espremer quel che credi,;dante
3;24;12903;123;e onde a la credenza tua s’offerse».;dante
3;24;12904;124;«O santo padre, e spirito che vedi;dante
3;24;12905;125;ciò che credesti sì, che tu vincesti;dante
3;24;12906;126;ver’ lo sepulcro più giovani piedi»,;dante
3;24;12907;127;comincia’ io, «tu vuo’ ch’io manifesti;dante
3;24;12908;128;la forma qui del pronto creder mio,;dante
3;24;12909;129;e anche la cagion di lui chiedesti.;dante
3;24;12910;130;E io rispondo: Io credo in uno Dio;dante
3;24;12911;131;solo ed etterno, che tutto ’l ciel move,;dante
3;24;12912;132;"non moto, con amore e con disio;";dante
3;24;12913;133;e a tal creder non ho io pur prove;dante
3;24;12914;134;fisice e metafisice, ma dalmi;dante
3;24;12915;135;anche la verità che quinci piove;dante
3;24;12916;136;per Moïsè, per profeti e per salmi,;dante
3;24;12917;137;per l’Evangelio e per voi che scriveste;dante
3;24;12918;138;"poi che l’ardente Spirto vi fé almi;";dante
3;24;12919;139;e credo in tre persone etterne, e queste;dante
3;24;12920;140;credo una essenza sì una e sì trina,;dante
3;24;12921;141;che soffera congiunto ’sono’ ed ’este’.;dante
3;24;12922;142;De la profonda condizion divina;dante
3;24;12923;143;ch’io tocco mo, la mente mi sigilla;dante
3;24;12924;144;più volte l’evangelica dottrina.;dante
3;24;12925;145;Quest’ è ’l principio, quest’ è la favilla;dante
3;24;12926;146;che si dilata in fiamma poi vivace,;dante
3;24;12927;147;e come stella in cielo in me scintilla».;dante
3;24;12928;148;Come ’l segnor ch’ascolta quel che i piace,;dante
3;24;12929;149;da indi abbraccia il servo, gratulando;dante
3;24;12930;150;"per la novella, tosto ch’el si tace;";dante
3;24;12931;151;così, benedicendomi cantando,;dante
3;24;12932;152;tre volte cinse me, sì com’ io tacqui,;dante
3;24;12933;153;l’appostolico lume al cui comando;dante
3;24;12934;154;io avea detto: sì nel dir li piacqui!;dante
3;25;12935;1;Se mai continga che ’l poema sacro;dante
3;25;12936;2;al quale ha posto mano e cielo e terra,;dante
3;25;12937;3;sì che m’ha fatto per molti anni macro,;dante
3;25;12938;4;vinca la crudeltà che fuor mi serra;dante
3;25;12939;5;del bello ovile ov’ io dormi’ agnello,;dante
3;25;12940;6;"nimico ai lupi che li danno guerra;";dante
3;25;12941;7;con altra voce omai, con altro vello;dante
3;25;12942;8;ritornerò poeta, e in sul fonte;dante
3;25;12943;9;"del mio battesmo prenderò ’l cappello;";dante
3;25;12944;10;però che ne la fede, che fa conte;dante
3;25;12945;11;l’anime a Dio, quivi intra’ io, e poi;dante
3;25;12946;12;Pietro per lei sì mi girò la fronte.;dante
3;25;12947;13;Indi si mosse un lume verso noi;dante
3;25;12948;14;di quella spera ond’ uscì la primizia;dante
3;25;12949;15;"che lasciò Cristo d’i vicari suoi;";dante
3;25;12950;16;e la mia donna, piena di letizia,;dante
3;25;12951;17;mi disse: «Mira, mira: ecco il barone;dante
3;25;12952;18;per cui là giù si vicita Galizia».;dante
3;25;12953;19;Sì come quando il colombo si pone;dante
3;25;12954;20;presso al compagno, l’uno a l’altro pande,;dante
3;25;12955;21;"girando e mormorando, l’affezione;";dante
3;25;12956;22;così vid’ ïo l’un da l’altro grande;dante
3;25;12957;23;principe glorïoso essere accolto,;dante
3;25;12958;24;laudando il cibo che là sù li prande.;dante
3;25;12959;25;Ma poi che ’l gratular si fu assolto,;dante
3;25;12960;26;tacito coram me ciascun s’affisse,;dante
3;25;12961;27;ignito sì che vincëa ’l mio volto.;dante
3;25;12962;28;Ridendo allora Bëatrice disse:;dante
3;25;12963;29;«Inclita vita per cui la larghezza;dante
3;25;12964;30;de la nostra basilica si scrisse,;dante
3;25;12965;31;fa risonar la spene in questa altezza:;dante
3;25;12966;32;tu sai, che tante fiate la figuri,;dante
3;25;12967;33;quante Iesù ai tre fé più carezza».;dante
3;25;12968;34;«Leva la testa e fa che t’assicuri:;dante
3;25;12969;35;ché ciò che vien qua sù del mortal mondo,;dante
3;25;12970;36;convien ch’ai nostri raggi si maturi».;dante
3;25;12971;37;Questo conforto del foco secondo;dante
3;25;12972;38;"mi venne; ond’ io leväi li occhi a’ monti";dante
3;25;12973;39;che li ’ncurvaron pria col troppo pondo.;dante
3;25;12974;40;«Poi che per grazia vuol che tu t’affronti;dante
3;25;12975;41;lo nostro Imperadore, anzi la morte,;dante
3;25;12976;42;ne l’aula più secreta co’ suoi conti,;dante
3;25;12977;43;sì che, veduto il ver di questa corte,;dante
3;25;12978;44;la spene, che là giù bene innamora,;dante
3;25;12979;45;in te e in altrui di ciò conforte,;dante
3;25;12980;46;dì quel ch’ell’ è, dì come se ne ’nfiora;dante
3;25;12981;47;la mente tua, e dì onde a te venne».;dante
3;25;12982;48;Così seguì ’l secondo lume ancora.;dante
3;25;12983;49;E quella pïa che guidò le penne;dante
3;25;12984;50;de le mie ali a così alto volo,;dante
3;25;12985;51;a la risposta così mi prevenne:;dante
3;25;12986;52;«La Chiesa militante alcun figliuolo;dante
3;25;12987;53;non ha con più speranza, com' è scritto;dante
3;25;12988;54;nel Sol che raggia tutto nostro stuolo:;dante
3;25;12989;55;però li è conceduto che d’Egitto;dante
3;25;12990;56;vegna in Ierusalemme per vedere,;dante
3;25;12991;57;anzi che ’l militar li sia prescritto.}};dante
3;25;12992;58;Li altri due punti, che non per sapere;dante
3;25;12993;59;son dimandati, ma perch’ ei rapporti;dante
3;25;12994;60;quanto questa virtù t’è in piacere,;dante
3;25;12995;61;a lui lasc’ io, ché non li saran forti;dante
3;25;12996;62;"né di iattanza; ed elli a ciò risponda,";dante
3;25;12997;63;e la grazia di Dio ciò li comporti».;dante
3;25;12998;64;Come discente ch’a dottor seconda;dante
3;25;12999;65;pronto e libente in quel ch’elli è esperto,;dante
3;25;13000;66;perché la sua bontà si disasconda,;dante
3;25;13001;67;«Spene», diss’ io, «è uno attender certo;dante
3;25;13002;68;de la gloria futura, il qual produce;dante
3;25;13003;69;grazia divina e precedente merto.;dante
3;25;13004;70;"Da molte stelle mi vien questa luce;";dante
3;25;13005;71;ma quei la distillò nel mio cor pria;dante
3;25;13006;72;che fu sommo cantor del sommo duce.;dante
3;25;13007;73;’Sperino in te’, ne la sua tëodia;dante
3;25;13008;74;dice, ’color che sanno il nome tuo’:;dante
3;25;13009;75;e chi nol sa, s’elli ha la fede mia?;dante
3;25;13010;76;Tu mi stillasti, con lo stillar suo,;dante
3;25;13011;77;"ne la pistola poi; sì ch’io son pieno,";dante
3;25;13012;78;e in altrui vostra pioggia repluo».;dante
3;25;13013;79;Mentr’ io diceva, dentro al vivo seno;dante
3;25;13014;80;di quello incendio tremolava un lampo;dante
3;25;13015;81;sùbito e spesso a guisa di baleno.;dante
3;25;13016;82;Indi spirò: «L’amore ond’ ïo avvampo;dante
3;25;13017;83;ancor ver’ la virtù che mi seguette;dante
3;25;13018;84;infin la palma e a l’uscir del campo,;dante
3;25;13019;85;vuol ch’io respiri a te che ti dilette;dante
3;25;13020;86;"di lei; ed emmi a grato che tu diche";dante
3;25;13021;87;quello che la speranza ti ’mpromette».;dante
3;25;13022;88;E io: «Le nove e le scritture antiche;dante
3;25;13023;89;pongon lo segno, ed esso lo mi addita,;dante
3;25;13024;90;de l’anime che Dio s’ha fatte amiche.;dante
3;25;13025;91;Dice Isaia che ciascuna vestita;dante
3;25;13026;92;ne la sua terra fia di doppia vesta:;dante
3;25;13027;93;"e la sua terra è questa dolce vita;";dante
3;25;13028;94;e ’l tuo fratello assai vie più digesta,;dante
3;25;13029;95;là dove tratta de le bianche stole,;dante
3;25;13030;96;questa revelazion ci manifesta».;dante
3;25;13031;97;E prima, appresso al fin d’este parole,;dante
3;25;13032;98;"’Sperent in te’ di sopr’ a noi s’udì;";dante
3;25;13033;99;a che rispuoser tutte le carole.;dante
3;25;13034;100;Poscia tra esse un lume si schiarì;dante
3;25;13035;101;sì che, se ’l Cancro avesse un tal cristallo,;dante
3;25;13036;102;l’inverno avrebbe un mese d’un sol dì.;dante
3;25;13037;103;E come surge e va ed entra in ballo;dante
3;25;13038;104;vergine lieta, sol per fare onore;dante
3;25;13039;105;a la novizia, non per alcun fallo,;dante
3;25;13040;106;così vid’ io lo schiarato splendore;dante
3;25;13041;107;venire a’ due che si volgieno a nota;dante
3;25;13042;108;qual conveniesi al loro ardente amore.;dante
3;25;13043;109;"Misesi lì nel canto e ne la rota;";dante
3;25;13044;110;e la mia donna in lor tenea l’aspetto,;dante
3;25;13045;111;pur come sposa tacita e immota.;dante
3;25;13046;112;«Questi è colui che giacque sopra ’l petto;dante
3;25;13047;113;del nostro pellicano, e questi fue;dante
3;25;13048;114;di su la croce al grande officio eletto».;dante
3;25;13049;115;"La donna mia così; né però piùe";dante
3;25;13050;116;mosser la vista sua di stare attenta;dante
3;25;13051;117;poscia che prima le parole sue.;dante
3;25;13052;118;Qual è colui ch’adocchia e s’argomenta;dante
3;25;13053;119;di vedere eclissar lo sole un poco,;dante
3;25;13054;120;"che, per veder, non vedente diventa;";dante
3;25;13055;121;tal mi fec’ ïo a quell’ ultimo foco;dante
3;25;13056;122;mentre che detto fu: «Perché t’abbagli;dante
