cantica;canto;verse;text
Paradiso;12;97-99;"Poi, con dottrina e con volere insieme, con l’officio appostolico si mosse quasi torrente ch’alta vena preme;"
Paradiso;12;100-102;e ne li sterpi eretici percosse l’impeto suo, più vivamente quivi dove le resistenze eran più grosse.
Paradiso;12;103-105;Di lui si fecer poi diversi rivi onde l’orto catolico si riga, sì che i suoi arbuscelli stan più vivi.
Paradiso;12;106-108;Se tal fu l’una rota de la biga in che la Santa Chiesa si difese e vinse in campo la sua civil briga,
Paradiso;12;109-111;ben ti dovrebbe assai esser palese l’eccellenza de l’altra, di cui Tomma dinanzi al mio venir fu sì cortese.
Paradiso;12;112-114;Ma l’orbita che fé la parte somma di sua circunferenza, è derelitta, sì ch’è la muffa dov’ era la gromma.
Paradiso;12;115-117;"La sua famiglia, che si mosse dritta coi piedi a le sue orme, è tanto volta, che quel dinanzi a quel di retro gitta;"
Paradiso;12;118-120;e tosto si vedrà de la ricolta de la mala coltura, quando il loglio si lagnerà che l’arca li sia tolta.
Paradiso;12;121-123;"Ben dico, chi cercasse a foglio a foglio nostro volume, ancor troveria carta u’ leggerebbe ""I’ mi son quel ch’i’ soglio"";"
Paradiso;12;124-126;ma non fia da Casal né d’Acquasparta, là onde vegnon tali a la scrittura, ch’uno la fugge e altro la coarta.
Paradiso;12;127-129;Io son la vita di Bonaventura da Bagnoregio}}, che ne’ grandi offici sempre pospuosi la sinistra cura.
Paradiso;12;130-132;Illuminato e Augustin son quici, che fuor de’ primi scalzi poverelli che nel capestro a Dio si fero amici.
Paradiso;12;133-135;"Ugo da San Vittore è qui con elli, e Pietro Mangiadore e Pietro Spano, lo qual giù luce in dodici libelli;"
Paradiso;12;136-138;Natàn profeta e ’l metropolitano Crisostomo e Anselmo e quel Donato ch’a la prim’ arte degnò porre mano.
Paradiso;12;139-141;Rabano è qui, e lucemi dallato il calavrese abate Giovacchino di spirito profetico dotato.
Paradiso;12;142-144;"Ad inveggiar cotanto paladino mi mosse l’infiammata cortesia di fra Tommaso e ’l discreto latino;"
Paradiso;12;145-145;e mosse meco questa compagnia».
Paradiso;13;1-3;Imagini, chi bene intender cupe quel ch’i’ or vidi - e ritegna l’image, mentre ch’io dico, come ferma rupe -,
Paradiso;13;4-6;"quindici stelle che ’n diverse plage lo ciel avvivan di tanto sereno che soperchia de l’aere ogne compage;"
Paradiso;13;7-9;"imagini quel carro a cu’ il seno basta del nostro cielo e notte e giorno, sì ch’al volger del temo non vien meno;"
Paradiso;13;10-12;imagini la bocca di quel corno che si comincia in punta de lo stelo a cui la prima rota va dintorno,
Paradiso;13;13-15;"aver fatto di sé due segni in cielo, qual fece la figliuola di Minoi allora che sentì di morte il gelo;"
Paradiso;13;16-18;"e l’un ne l’altro aver li raggi suoi, e amendue girarsi per maniera che l’uno andasse al primo e l’altro al poi;"
Paradiso;13;19-21;e avrà quasi l’ombra de la vera costellazione e de la doppia danza che circulava il punto dov’ io era:
Paradiso;13;22-24;poi ch’è tanto di là da nostra usanza, quanto di là dal mover de la Chiana si move il ciel che tutti li altri avanza.
Paradiso;13;25-27;Lì si cantò non Bacco, non Peana, ma tre persone in divina natura, e in una persona essa e l’umana.
Paradiso;13;28-30;"Compié ’l cantare e ’l volger sua misura; e attesersi a noi quei santi lumi, felicitando sé di cura in cura."
Paradiso;13;31-33;Ruppe il silenzio ne’ concordi numi poscia la luce in che mirabil vita del poverel di Dio narrata fumi,
Paradiso;13;34-36;e disse: «Quando l’una paglia è trita, quando la sua semenza è già riposta, a batter l’altra dolce amor m’invita.
Paradiso;13;37-39;Tu credi che nel petto onde la costa si trasse per formar la bella guancia il cui palato a tutto ’l mondo costa,
Paradiso;13;40-42;e in quel che, forato da la lancia, e prima e poscia tanto sodisfece, che d’ogne colpa vince la bilancia,
Paradiso;13;43-45;"quantunque a la natura umana lece aver di lume, tutto fosse infuso da quel valor che l’uno e l’altro fece;"
Paradiso;13;46-48;e però miri a ciò ch’io dissi suso, quando narrai che non ebbe ’l secondo lo ben che ne la quinta luce è chiuso.
Paradiso;13;49-51;Or apri li occhi a quel ch’io ti rispondo, e vedräi il tuo credere e ’l mio dire nel vero farsi come centro in tondo.
Paradiso;13;52-54;"Ciò che non more e ciò che può morire non è se non splendor di quella idea che partorisce, amando, il nostro Sire;"
Paradiso;13;55-57;ché quella viva luce che sì mea dal suo lucente, che non si disuna da lui né da l’amor ch’a lor s’intrea,
Paradiso;13;58-60;per sua bontate il suo raggiare aduna, quasi specchiato, in nove sussistenze, etternalmente rimanendosi una.
Paradiso;13;61-63;"Quindi discende a l’ultime potenze giù d’atto in atto, tanto divenendo, che più non fa che brevi contingenze;"
Paradiso;13;64-66;e queste contingenze essere intendo le cose generate, che produce con seme e sanza seme il ciel movendo.
Paradiso;13;67-69;"La cera di costoro e chi la duce non sta d’un modo; e però sotto ’l segno idëale poi più e men traluce."
Paradiso;13;70-72;"Ond’ elli avvien ch’un medesimo legno, secondo specie, meglio e peggio frutta; e voi nascete con diverso ingegno."
Paradiso;13;73-75;"Se fosse a punto la cera dedutta e fosse il cielo in sua virtù supprema, la luce del suggel parrebbe tutta;"
Paradiso;13;76-78;ma la natura la dà sempre scema, similemente operando a l’artista ch’a l’abito de l’arte ha man che trema.
Paradiso;13;79-81;Però se ’l caldo amor la chiara vista de la prima virtù dispone e segna, tutta la perfezion quivi s’acquista.
Paradiso;13;82-84;"Così fu fatta già la terra degna di tutta l’animal perfezïone; così fu fatta la Vergine pregna;"
Paradiso;13;85-87;sì ch’io commendo tua oppinïone, che l’umana natura mai non fue né fia qual fu in quelle due persone.
Paradiso;13;88-90;Or s’i’ non procedesse avanti piùe, ’Dunque, come costui fu sanza pare?’ comincerebber le parole tue.
Paradiso;13;91-93;"Ma perché paia ben ciò che non pare, pensa chi era, e la cagion che ’l mosse, quando fu detto ""Chiedi"", a dimandare."
Paradiso;13;94-96;"Non ho parlato sì, che tu non posse ben veder ch’el fu re, che chiese senno acciò che re sufficïente fosse;"
Paradiso;13;97-99;"non per sapere il numero in che enno li motor di qua sù, o se necesse con contingente mai necesse fenno;"
Paradiso;13;100-102;non si est dare primum motum esse, o se del mezzo cerchio far si puote trïangol sì ch’un retto non avesse.
Paradiso;13;103-105;"Onde, se ciò ch’io dissi e questo note, regal prudenza è quel vedere impari in che lo stral di mia intenzion percuote;"
Paradiso;13;106-108;"e se al ""surse"" drizzi li occhi chiari, vedrai aver solamente respetto ai regi, che son molti, e ’ buon son rari."
Paradiso;13;109-111;"Con questa distinzion prendi ’l mio detto; e così puote star con quel che credi del primo padre e del nostro Diletto."
Paradiso;13;112-114;E questo ti sia sempre piombo a’ piedi, per farti mover lento com’ uom lasso e al sì e al no che tu non vedi:
Paradiso;13;115-117;"ché quelli è tra li stolti bene a basso, che sanza distinzione afferma e nega ne l’un così come ne l’altro passo;"
Paradiso;13;118-120;perch’ elli ’ncontra che più volte piega l’oppinïon corrente in falsa parte, e poi l’affetto l’intelletto lega.
Paradiso;13;121-123;Vie più che ’ndarno da riva si parte, perché non torna tal qual e’ si move, chi pesca per lo vero e non ha l’arte.
Paradiso;13;124-126;"E di ciò sono al mondo aperte prove Parmenide, Melisso e Brisso e molti, li quali andaro e non sapëan dove;"
Paradiso;13;127-129;sì fé Sabellio e Arrio e quelli stolti che furon come spade a le Scritture in render torti li diritti volti.
Paradiso;13;130-132;"Non sien le genti, ancor, troppo sicure a giudicar, sì come quei che stima le biade in campo pria che sien mature;"
Paradiso;13;133-135;"ch’i’ ho veduto tutto ’l verno prima lo prun mostrarsi rigido e feroce, poscia portar la rosa in su la cima;"
Paradiso;13;136-138;e legno vidi già dritto e veloce correr lo mar per tutto suo cammino, perire al fine a l’intrar de la foce.
Paradiso;13;139-141;"Non creda donna Berta e ser Martino, per vedere un furare, altro offerere, vederli dentro al consiglio divino;"
Paradiso;13;142-142;ché quel può surgere, e quel può cadere».}}
Paradiso;14;1-3;Dal centro al cerchio, e sì dal cerchio al centro movesi l’acqua in un ritondo vaso, secondo ch’è percosso fuori o dentro:
Paradiso;14;4-6;ne la mia mente fé sùbito caso questo ch’io dico, sì come si tacque la glorïosa vita di Tommaso,
Paradiso;14;7-9;per la similitudine che nacque del suo parlare e di quel di Beatrice, a cui sì cominciar, dopo lui, piacque:
Paradiso;14;10-12;«A costui fa mestieri, e nol vi dice né con la voce né pensando ancora, d’un altro vero andare a la radice.
Paradiso;14;13-15;"Diteli se la luce onde s’infiora vostra sustanza, rimarrà con voi etternalmente sì com’ ell’ è ora;"
Paradiso;14;16-18;e se rimane, dite come, poi che sarete visibili rifatti, esser porà ch’al veder non vi nòi».
Paradiso;14;19-21;Come, da più letizia pinti e tratti, a la fïata quei che vanno a rota levan la voce e rallegrano li atti,
Paradiso;14;22-24;così, a l’orazion pronta e divota, li santi cerchi mostrar nova gioia nel torneare e ne la mira nota.
Paradiso;14;25-27;Qual si lamenta perché qui si moia per viver colà sù, non vide quive lo refrigerio de l’etterna ploia.
Paradiso;14;28-30;Quell’ uno e due e tre che sempre vive e regna sempre in tre e ’n due e ’n uno, non circunscritto, e tutto circunscrive,
Paradiso;14;31-33;tre volte era cantato da ciascuno di quelli spirti con tal melodia, ch’ad ogne merto saria giusto muno.}}
Paradiso;14;34-36;E io udi’ ne la luce più dia del minor cerchio una voce modesta, forse qual fu da l’angelo a Maria,
Paradiso;14;37-39;risponder: «Quanto fia lunga la festa di paradiso, tanto il nostro amore si raggerà dintorno cotal vesta.
Paradiso;14;40-42;"La sua chiarezza séguita l’ardore; l’ardor la visïone, e quella è tanta, quant’ ha di grazia sovra suo valore."
Paradiso;14;43-45;"Come la carne glorïosa e santa fia rivestita, la nostra persona più grata fia per esser tutta quanta;"
Paradiso;14;46-48;"per che s’accrescerà ciò che ne dona di gratüito lume il sommo bene, lume ch’a lui veder ne condiziona;"
Paradiso;14;49-51;onde la visïon crescer convene, crescer l’ardor che di quella s’accende, crescer lo raggio che da esso vene.
Paradiso;14;52-54;"Ma sì come carbon che fiamma rende, e per vivo candor quella soverchia, sì che la sua parvenza si difende;"
Paradiso;14;55-57;"così questo folgór che già ne cerchia fia vinto in apparenza da la carne che tutto dì la terra ricoperchia;"
Paradiso;14;58-60;né potrà tanta luce affaticarne: ché li organi del corpo saran forti a tutto ciò che potrà dilettarne».
Paradiso;14;61-63;Tanto mi parver sùbiti e accorti e l’uno e l’altro coro a dicer «Amme!», che ben mostrar disio d’i corpi morti:
Paradiso;14;64-66;forse non pur per lor, ma per le mamme, per li padri e per li altri che fuor cari anzi che fosser sempiterne fiamme.
Paradiso;14;67-69;Ed ecco intorno, di chiarezza pari, nascere un lustro sopra quel che v’era, per guisa d’orizzonte che rischiari.
Paradiso;14;70-72;E sì come al salir di prima sera comincian per lo ciel nove parvenze, sì che la vista pare e non par vera,
Paradiso;14;73-75;parvemi lì novelle sussistenze cominciare a vedere, e fare un giro di fuor da l’altre due circunferenze.
Paradiso;14;76-78;Oh vero sfavillar del Santo Spiro! come si fece sùbito e candente a li occhi miei che, vinti, nol soffriro!
Paradiso;14;79-81;Ma Bëatrice sì bella e ridente mi si mostrò, che tra quelle vedute si vuol lasciar che non seguir la mente.
Paradiso;14;82-84;"Quindi ripreser li occhi miei virtute a rilevarsi; e vidimi translato sol con mia donna in più alta salute."
Paradiso;14;85-87;Ben m’accors’ io ch’io era più levato, per l’affocato riso de la stella, che mi parea più roggio che l’usato.
Paradiso;14;88-90;Con tutto ’l core e con quella favella ch’è una in tutti, a Dio feci olocausto, qual conveniesi a la grazia novella.
Paradiso;14;91-93;"E non er’ anco del mio petto essausto l’ardor del sacrificio, ch’io conobbi esso litare stato accetto e fausto;"
Paradiso;14;94-96;ché con tanto lucore e tanto robbi m’apparvero splendor dentro a due raggi, ch’io dissi: «O Elïòs che sì li addobbi!».
Paradiso;14;97-99;"Come distinta da minori e maggi lumi biancheggia tra ’ poli del mondo Galassia sì, che fa dubbiar ben saggi;"
Paradiso;14;100-102;sì costellati facean nel profondo Marte quei raggi il venerabil segno che fan giunture di quadranti in tondo.
Paradiso;14;103-105;"Qui vince la memoria mia lo ’ngegno; ché quella croce lampeggiava Cristo, sì ch’io non so trovare essempro degno;"
Paradiso;14;106-108;ma chi prende sua croce e segue Cristo, ancor mi scuserà di quel ch’io lasso, vedendo in quell’ albor balenar Cristo.
Paradiso;14;109-111;Di corno in corno e tra la cima e ’l basso si movien lumi, scintillando forte nel congiugnersi insieme e nel trapasso:
Paradiso;14;112-114;così si veggion qui diritte e torte, veloci e tarde, rinovando vista, le minuzie d’i corpi, lunghe e corte,
Paradiso;14;115-117;moversi per lo raggio onde si lista talvolta l’ombra che, per sua difesa, la gente con ingegno e arte acquista.
Paradiso;14;118-120;E come giga e arpa, in tempra tesa di molte corde, fa dolce tintinno a tal da cui la nota non è intesa,
Paradiso;14;121-123;così da’ lumi che lì m’apparinno s’accogliea per la croce una melode che mi rapiva, sanza intender l’inno.
Paradiso;14;124-126;Ben m’accors’ io ch’elli era d’alte lode, però ch’a me venìa «Resurgi» e «Vinci» come a colui che non intende e ode.
Paradiso;14;127-129;Ïo m’innamorava tanto quinci, che ’nfino a lì non fu alcuna cosa che mi legasse con sì dolci vinci.
Paradiso;14;130-132;"Forse la mia parola par troppo osa, posponendo il piacer de li occhi belli, ne’ quai mirando mio disio ha posa;"
Paradiso;14;133-135;ma chi s’avvede che i vivi suggelli d’ogne bellezza più fanno più suso, e ch’io non m’era lì rivolto a quelli,
Paradiso;14;136-138;escusar puommi di quel ch’io m’accuso per escusarmi, e vedermi dir vero: ché ’l piacer santo non è qui dischiuso,
Paradiso;14;139-139;perché si fa, montando, più sincero.
Paradiso;15;1-3;Benigna volontade in che si liqua sempre l’amor che drittamente spira, come cupidità fa ne la iniqua,
Paradiso;15;4-6;silenzio puose a quella dolce lira, e fece quïetar le sante corde che la destra del cielo allenta e tira.
Paradiso;15;7-9;Come saranno a’ giusti preghi sorde quelle sustanze che, per darmi voglia ch’io le pregassi, a tacer fur concorde?
Paradiso;15;10-12;Bene è che sanza termine si doglia chi, per amor di cosa che non duri etternalmente, quello amor si spoglia.
Paradiso;15;13-15;Quale per li seren tranquilli e puri discorre ad ora ad or sùbito foco, movendo li occhi che stavan sicuri,
Paradiso;15;16-18;e pare stella che tramuti loco, se non che da la parte ond’ e’ s’accende nulla sen perde, ed esso dura poco:
Paradiso;15;19-21;"tale dal corno che ’n destro si stende a piè di quella croce corse un astro de la costellazion che lì resplende;"
Paradiso;15;22-24;né si partì la gemma dal suo nastro, ma per la lista radïal trascorse, che parve foco dietro ad alabastro.
Paradiso;15;25-27;Sì pïa l’ombra d’Anchise si porse, se fede merta nostra maggior musa, quando in Eliso del figlio s’accorse.
Paradiso;15;28-30;«O sanguis meus, o superinfusa gratïa Deï, sicut tibi cui bis unquam celi ianüa reclusa?».
Paradiso;15;31-33;"Così quel lume: ond’ io m’attesi a lui; poscia rivolsi a la mia donna il viso, e quinci e quindi stupefatto fui;"
Paradiso;15;34-36;ché dentro a li occhi suoi ardeva un riso tal, ch’io pensai co’ miei toccar lo fondo de la mia gloria e del mio paradiso.}}
Paradiso;15;37-39;"Indi, a udire e a veder giocondo, giunse lo spirto al suo principio cose, ch’io non lo ’ntesi, sì parlò profondo;"
Paradiso;15;40-42;né per elezïon mi si nascose, ma per necessità, ché ’l suo concetto al segno d’i mortal si soprapuose.
Paradiso;15;43-45;E quando l’arco de l’ardente affetto fu sì sfogato, che ’l parlar discese inver’ lo segno del nostro intelletto,
Paradiso;15;46-48;la prima cosa che per me s’intese, «Benedetto sia tu», fu, «trino e uno, che nel mio seme se’ tanto cortese!».
Paradiso;15;49-51;E seguì: «Grato e lontano digiuno, tratto leggendo del magno volume du’ non si muta mai bianco né bruno,
Paradiso;15;52-54;solvuto hai, figlio, dentro a questo lume in ch’io ti parlo, mercé di colei ch’a l’alto volo ti vestì le piume.
Paradiso;15;55-57;"Tu credi che a me tuo pensier mei da quel ch’è primo, così come raia da l’un, se si conosce, il cinque e ’l sei;"
Paradiso;15;58-60;e però ch’io mi sia e perch’ io paia più gaudïoso a te, non mi domandi, che alcun altro in questa turba gaia.
Paradiso;15;61-63;"Tu credi ’l vero; ché i minori e ’ grandi di questa vita miran ne lo speglio in che, prima che pensi, il pensier pandi;"
Paradiso;15;64-66;ma perché ’l sacro amore in che io veglio con perpetüa vista e che m’asseta di dolce disïar, s’adempia meglio,
Paradiso;15;67-69;la voce tua sicura, balda e lieta suoni la volontà, suoni ’l disio, a che la mia risposta è già decreta!».
Paradiso;15;70-72;Io mi volsi a Beatrice, e quella udio pria ch’io parlassi, e arrisemi un cenno che fece crescer l’ali al voler mio.
Paradiso;15;73-75;Poi cominciai così: «L’affetto e ’l senno, come la prima equalità v’apparse, d’un peso per ciascun di voi si fenno,
Paradiso;15;76-78;però che ’l sol che v’allumò e arse, col caldo e con la luce è sì iguali, che tutte simiglianze sono scarse.
Paradiso;15;79-81;"Ma voglia e argomento ne’ mortali, per la cagion ch’a voi è manifesta, diversamente son pennuti in ali;"
Paradiso;15;82-84;ond’ io, che son mortal, mi sento in questa disagguaglianza, e però non ringrazio se non col core a la paterna festa.
Paradiso;15;85-87;Ben supplico io a te, vivo topazio che questa gioia prezïosa ingemmi, perché mi facci del tuo nome sazio».
Paradiso;15;88-90;«O fronda mia in che io compiacemmi pur aspettando, io fui la tua radice»: cotal principio, rispondendo, femmi.
Paradiso;15;91-93;Poscia mi disse: «Quel da cui si dice tua cognazione e che cent’ anni e piùe girato ha ’l monte in la prima cornice,
Paradiso;15;94-96;mio figlio fu e tuo bisavol fue: ben si convien che la lunga fatica tu li raccorci con l’opere tue.
Paradiso;15;97-99;Fiorenza dentro da la cerchia antica, ond’ ella toglie ancora e terza e nona, si stava in pace, sobria e pudica.
Paradiso;15;100-102;Non avea catenella, non corona, non gonne contigiate, non cintura che fosse a veder più che la persona.
Paradiso;15;103-105;Non faceva, nascendo, ancor paura la figlia al padre, ché ’l tempo e la dote non fuggien quinci e quindi la misura.
Paradiso;15;106-108;"Non avea case di famiglia vòte; non v’era giunto ancor Sardanapalo a mostrar ciò che ’n camera si puote."
Paradiso;15;109-111;Non era vinto ancora Montemalo dal vostro Uccellatoio, che, com’ è vinto nel montar sù, così sarà nel calo.
Paradiso;15;112-114;"Bellincion Berti vid’ io andar cinto di cuoio e d’osso, e venir da lo specchio la donna sua sanza ’l viso dipinto;"
Paradiso;15;115-117;e vidi quel d’i Nerli e quel del Vecchio esser contenti a la pelle scoperta, e le sue donne al fuso e al pennecchio.
Paradiso;15;118-120;Oh fortunate! ciascuna era certa de la sua sepultura, e ancor nulla era per Francia nel letto diserta.
Paradiso;15;121-123;"L’una vegghiava a studio de la culla, e, consolando, usava l’idïoma che prima i padri e le madri trastulla;"
Paradiso;15;124-126;l’altra, traendo a la rocca la chioma, favoleggiava con la sua famiglia d’i Troiani, di Fiesole e di Roma.
Paradiso;15;127-129;Saria tenuta allor tal maraviglia una Cianghella, un Lapo Salterello, qual or saria Cincinnato e Corniglia.
Paradiso;15;130-132;A così riposato, a così bello viver di cittadini, a così fida cittadinanza, a così dolce ostello,
Paradiso;15;133-135;"Maria mi diè, chiamata in alte grida; e ne l’antico vostro Batisteo insieme fui cristiano e Cacciaguida."
Paradiso;15;136-138;"Moronto fu mio frate ed Eliseo; mia donna venne a me di val di Pado, e quindi il sopranome tuo si feo."
Paradiso;15;139-141;"Poi seguitai lo ’mperador Currado; ed el mi cinse de la sua milizia, tanto per bene ovrar li venni in grado."
Paradiso;15;142-144;Dietro li andai incontro a la nequizia di quella legge il cui popolo usurpa, per colpa d’i pastor, vostra giustizia.
Paradiso;15;145-147;"Quivi fu’ io da quella gente turpa disviluppato dal mondo fallace, lo cui amor molt’ anime deturpa;"
Paradiso;15;148-148;e venni dal martiro a questa pace».
Paradiso;16;1-3;O poca nostra nobiltà di sangue, se glorïar di te la gente fai qua giù dove l’affetto nostro langue,
Paradiso;16;4-6;mirabil cosa non mi sarà mai: ché là dove appetito non si torce, dico nel cielo, io me ne gloriai.
Paradiso;16;7-9;Ben se’ tu manto che tosto raccorce: sì che, se non s’appon di dì in die, lo tempo va dintorno con le force.
Paradiso;16;10-12;"Dal ’voi’ che prima a Roma s’offerie, in che la sua famiglia men persevra, ricominciaron le parole mie;"
Paradiso;16;13-15;onde Beatrice, ch’era un poco scevra, ridendo, parve quella che tossio al primo fallo scritto di Ginevra.
Paradiso;16;16-18;"Io cominciai: «Voi siete il padre mio; voi mi date a parlar tutta baldezza; voi mi levate sì, ch’i’ son più ch’io."
Paradiso;16;19-21;Per tanti rivi s’empie d’allegrezza la mente mia, che di sé fa letizia perché può sostener che non si spezza.
Paradiso;16;22-24;"Ditemi dunque, cara mia primizia, quai fuor li vostri antichi e quai fuor li anni che si segnaro in vostra püerizia;"
Paradiso;16;25-27;ditemi de l’ovil di San Giovanni quanto era allora, e chi eran le genti tra esso degne di più alti scanni».
Paradiso;16;28-30;"Come s’avviva a lo spirar d’i venti carbone in fiamma, così vid’ io quella luce risplendere a’ miei blandimenti;"
Paradiso;16;31-33;e come a li occhi miei si fé più bella, così con voce più dolce e soave, ma non con questa moderna favella,
Paradiso;16;34-36;dissemi: «Da quel dì che fu detto ’Ave’ al parto in che mia madre, ch’è or santa, s’allevïò di me ond’ era grave,
Paradiso;16;37-39;al suo Leon cinquecento cinquanta e trenta fiate venne questo foco a rinfiammarsi sotto la sua pianta.
Paradiso;16;40-42;Li antichi miei e io nacqui nel loco dove si truova pria l’ultimo sesto da quei che corre il vostro annüal gioco.
Paradiso;16;43-45;Basti d’i miei maggiori udirne questo: chi ei si fosser e onde venner quivi, più è tacer che ragionare onesto.
Paradiso;16;46-48;Tutti color ch’a quel tempo eran ivi da poter arme tra Marte e ’l Batista, eran il quinto di quei ch’or son vivi.
Paradiso;16;49-51;Ma la cittadinanza, ch’è or mista di Campi, di Certaldo e di Fegghine, pura vediesi ne l’ultimo artista.
Paradiso;16;52-54;Oh quanto fora meglio esser vicine quelle genti ch’io dico, e al Galluzzo e a Trespiano aver vostro confine,
Paradiso;16;55-57;che averle dentro e sostener lo puzzo del villan d’Aguglion, di quel da Signa, che già per barattare ha l’occhio aguzzo!
Paradiso;16;58-60;Se la gente ch’al mondo più traligna non fosse stata a Cesare noverca, ma come madre a suo figlio benigna,
Paradiso;16;61-63;"tal fatto è fiorentino e cambia e merca, che si sarebbe vòlto a Simifonti, là dove andava l’avolo a la cerca;"
Paradiso;16;64-66;"sariesi Montemurlo ancor de’ Conti; sarieno i Cerchi nel piovier d’Acone, e forse in Valdigrieve i Buondelmonti."
Paradiso;16;67-69;"Sempre la confusion de le persone principio fu del mal de la cittade}}, come del vostro il cibo che s’appone;"
Paradiso;16;70-72;"e cieco toro più avaccio cade che cieco agnello; e molte volte taglia più e meglio una che le cinque spade."
Paradiso;16;73-75;Se tu riguardi Luni e Orbisaglia come sono ite, e come se ne vanno di retro ad esse Chiusi e Sinigaglia,
Paradiso;16;76-78;udir come le schiatte si disfanno non ti parrà nova cosa né forte, poscia che le cittadi termine hanno.
Paradiso;16;79-81;"Le vostre cose tutte hanno lor morte, sì come voi; ma celasi in alcuna che dura molto, e le vite son corte."
Paradiso;16;82-84;E come 'l volger del ciel de la luna cuopre e discuopre i liti sanza posa, così fa di Fiorenza la Fortuna:
Paradiso;16;85-87;per che non dee parer mirabil cosa ciò ch’io dirò de li alti Fiorentini onde è la fama nel tempo nascosa.}}
Paradiso;16;88-90;"Io vidi li Ughi e vidi i Catellini, Filippi, Greci, Ormanni e Alberichi, già nel calare, illustri cittadini;"
Paradiso;16;91-93;e vidi così grandi come antichi, con quel de la Sannella, quel de l’Arca, e Soldanieri e Ardinghi e Bostichi.
Paradiso;16;94-96;Sovra la porta ch’al presente è carca di nova fellonia di tanto peso che tosto fia iattura de la barca,
Paradiso;16;97-99;erano i Ravignani, ond’ è disceso il conte Guido e qualunque del nome de l’alto Bellincione ha poscia preso.
Paradiso;16;100-102;Quel de la Pressa sapeva già come regger si vuole, e avea Galigaio dorata in casa sua già l’elsa e ’l pome.
Paradiso;16;103-105;Grand’ era già la colonna del Vaio, Sacchetti, Giuochi, Fifanti e Barucci e Galli e quei ch’arrossan per lo staio.
Paradiso;16;106-108;Lo ceppo di che nacquero i Calfucci era già grande, e già eran tratti a le curule Sizii e Arrigucci.
Paradiso;16;109-111;Oh quali io vidi quei che son disfatti per lor superbia! e le palle de l’oro fiorian Fiorenza in tutt’ i suoi gran fatti.
Paradiso;16;112-114;Così facieno i padri di coloro che, sempre che la vostra chiesa vaca, si fanno grassi stando a consistoro.
Paradiso;16;115-117;L’oltracotata schiatta che s’indraca dietro a chi fugge, e a chi mostra ’l dente o ver la borsa, com’ agnel si placa,
Paradiso;16;118-120;"già venìa sù, ma di picciola gente; sì che non piacque ad Ubertin Donato che poï il suocero il fé lor parente."
Paradiso;16;121-123;Già era ’l Caponsacco nel mercato disceso giù da Fiesole, e già era buon cittadino Giuda e Infangato.
Paradiso;16;124-126;Io dirò cosa incredibile e vera: nel picciol cerchio s’entrava per porta che si nomava da quei de la Pera.
Paradiso;16;127-129;Ciascun che de la bella insegna porta del gran barone il cui nome e ’l cui pregio la festa di Tommaso riconforta,
Paradiso;16;130-132;"da esso ebbe milizia e privilegio; avvegna che con popol si rauni oggi colui che la fascia col fregio."
Paradiso;16;133-135;"Già eran Gualterotti e Importuni; e ancor saria Borgo più quïeto, se di novi vicin fosser digiuni."
Paradiso;16;136-138;La casa di che nacque il vostro fleto, per lo giusto disdegno che v’ha morti e puose fine al vostro viver lieto,
Paradiso;16;139-141;era onorata, essa e suoi consorti: o Buondelmonte, quanto mal fuggisti le nozze süe per li altrui conforti!
Paradiso;16;142-144;Molti sarebber lieti, che son tristi, se Dio t’avesse conceduto ad Ema la prima volta ch’a città venisti.
Paradiso;16;145-147;Ma conveniesi, a quella pietra scema che guarda ’l ponte, che Fiorenza fesse vittima ne la sua pace postrema.
Paradiso;16;148-150;Con queste genti, e con altre con esse, vid’ io Fiorenza in sì fatto riposo, che non avea cagione onde piangesse.
Paradiso;16;151-153;Con queste genti vid’ io glorïoso e giusto il popol suo, tanto che ’l giglio non era ad asta mai posto a ritroso,
Paradiso;16;154-154;né per divisïon fatto vermiglio».
Paradiso;17;1-3;"Qual venne a Climenè, per accertarsi di ciò ch’avëa incontro a sé udito, quei ch’ancor fa li padri ai figli scarsi;"
Paradiso;17;4-6;tal era io, e tal era sentito e da Beatrice e da la santa lampa che pria per me avea mutato sito.
Paradiso;17;7-9;Per che mia donna «Manda fuor la vampa del tuo disio», mi disse, «sì ch’ella esca segnata bene de la interna stampa:
Paradiso;17;10-12;non perché nostra conoscenza cresca per tuo parlare, ma perché t’ausi a dir la sete, sì che l’uom ti mesca».
Paradiso;17;13-15;«O cara piota mia che sì t’insusi, che, come veggion le terrene menti non capere in trïangol due ottusi,
Paradiso;17;16-18;"così vedi}} le cose contingenti anzi che sieno in sé, mirando il punto a cui tutti li tempi son presenti;"
Paradiso;17;19-21;mentre ch’io era a Virgilio congiunto su per lo monte che l’anime cura e discendendo nel mondo defunto,
Paradiso;17;22-24;"dette mi fuor di mia vita futura parole gravi, avvegna ch’io mi senta ben tetragono ai colpi di ventura;"
Paradiso;17;25-27;per che la voglia mia saria contenta d’intender qual fortuna mi s’appressa: ché saetta previsa vien più lenta».
Paradiso;17;28-30;"Così diss’ io a quella luce stessa che pria m’avea parlato; e come volle Beatrice, fu la mia voglia confessa."
Paradiso;17;31-33;Né per ambage, in che la gente folle già s’inviscava pria che fosse anciso l’Agnel di Dio che le peccata tolle,
Paradiso;17;34-36;ma per chiare parole e con preciso latin rispuose quello amor paterno, chiuso e parvente del suo proprio riso:
