cantica;canto;cum_verse_number;verse_number;text;author;type
3;25;12972;38;I therefore raised my eyes towards the hills,;kirkpatrick;translation
3;25;12973;39;which ﬁrst had bowed them down too heavily.;kirkpatrick;translation
3;25;12974;40;‘Because our Emperor in grace desires;kirkpatrick;translation
3;25;12975;41;that you, before your death, should come to greet;kirkpatrick;translation
3;25;12976;42;his nobles in these secret audience rooms –;kirkpatrick;translation
3;25;12977;43;so that, once truth is seen in this high court,;kirkpatrick;translation
3;25;12978;44;the hope that stirs you in good love down there;kirkpatrick;translation
3;25;12979;45;may gather strength in you and others, too –;kirkpatrick;translation
3;25;12980;46;say what hope is, and how, within your mind,;kirkpatrick;translation
3;25;12981;47;it comes to ﬂower, and how it came to you.’;kirkpatrick;translation
3;25;12982;48;The second light, in this way, followed on.;kirkpatrick;translation
3;25;12983;49;And she who guided, in all holiness,;kirkpatrick;translation
3;25;12984;50;the pinions of my wings to ﬂy so high;kirkpatrick;translation
3;25;12985;51;answered, before I could myself, with this:;kirkpatrick;translation
3;25;12986;52;‘The Church, at war on earth, has not a child –;kirkpatrick;translation
3;25;12987;53;and this is written in that Sun whose rays;kirkpatrick;translation
3;25;12988;54;here shine upon our ranks – more full of hope.;kirkpatrick;translation
3;25;12989;55;It has, therefore, been granted him to come,;kirkpatrick;translation
3;25;12990;56;before his term of soldiership is through,;kirkpatrick;translation
3;25;12991;57;from Egypt to behold Jerusalem.;kirkpatrick;translation
3;25;12992;58;The next two points at which your questions strike –;kirkpatrick;translation
3;25;12993;59;seeking not knowledge but that he report;kirkpatrick;translation
3;25;12994;60;how greatly hope, as virtue, pleases you –;kirkpatrick;translation
3;25;12995;61;I leave to him. These won’t prove diﬃcult,;kirkpatrick;translation
3;25;12996;62;and yet won’t tempt him into mere display.;kirkpatrick;translation
3;25;12997;63;Let him reply. May God’s grace bear him on.’;kirkpatrick;translation
3;25;12998;64;A bright, keen student who has done his work;kirkpatrick;translation
3;25;12999;65;is quick to answer to his lecturer’s hint,;kirkpatrick;translation
3;25;13000;66;and thus disclose to her how good he is.;kirkpatrick;translation
3;25;13001;67;‘Hope is sure expectation,’ I declared,;kirkpatrick;translation
3;25;13002;68;‘of glory that will come. The grace of God;kirkpatrick;translation
3;25;13003;69;and precedent good works produce this power.;kirkpatrick;translation
3;25;13004;70;From many stars its light comes down to me.;kirkpatrick;translation
3;25;13005;71;But David ﬁrst instilled it in my heart,;kirkpatrick;translation
3;25;13006;72;that highest singer of the highest Lord.;kirkpatrick;translation
3;25;13007;73;“Let those have hope in you who know His name.”;kirkpatrick;translation
3;25;13008;74;So David, in his psalmody, sings out.;kirkpatrick;translation
3;25;13009;75;And who cannot know that who shares my faith?;kirkpatrick;translation
3;25;13010;76;Then you in your epistle – as with drops;kirkpatrick;translation
3;25;13011;77;of dew – distilled my hopes. So I am full,;kirkpatrick;translation
3;25;13012;78;and rain your cooling shower on other lives.’;kirkpatrick;translation
3;25;13013;79;While I spoke on, within the living breast;kirkpatrick;translation
3;25;13014;80;of that ﬁerce blaze, repeated tremors ﬂashed,;kirkpatrick;translation
3;25;13015;81;as rapid as in any lightning storm.;kirkpatrick;translation
3;25;13016;82;‘The love by which,’ it breathed, ‘I still am ﬁred;kirkpatrick;translation
3;25;13017;83;towards that virtue which came with me till;kirkpatrick;translation
3;25;13018;84;I won the martyr’s palm and left the ﬁeld,;kirkpatrick;translation
3;25;13019;85;wills that, to you who take the same delight,;kirkpatrick;translation
3;25;13020;86;I breathe once more. My pleasure is: you say;kirkpatrick;translation
3;25;13021;87;what promises your hope has made to you.’;kirkpatrick;translation
3;25;13022;88;And I: ‘The Scriptures, both the old and new,;kirkpatrick;translation
3;25;13023;89;deﬁne and indicate that goal for me:;kirkpatrick;translation
3;25;13024;90;the friendship God concludes with certain souls.;kirkpatrick;translation
3;25;13025;91;Isaiah says that each, in his own land,;kirkpatrick;translation
3;25;13026;92;will be arrayed in two-fold vestiture.;kirkpatrick;translation
3;25;13027;93;And “his own land” is here, this sweetest life.;kirkpatrick;translation
3;25;13028;94;And yet more fully your own brother makes;kirkpatrick;translation
3;25;13029;95;this revelation clear to us. He speaks;kirkpatrick;translation
3;25;13030;96;(in the Apocalypse) of pure white dress.’;kirkpatrick;translation
3;25;13031;97;Then, ﬁrst, when once these words had reached their end,;kirkpatrick;translation
3;25;13032;98;‘Sperent in te’ above us could be heard,;kirkpatrick;translation
3;25;13033;99;and all the circling choirs replied to that.;kirkpatrick;translation
3;25;13034;100;And then, amid them all, one light shone clear.;kirkpatrick;translation
3;25;13035;101;(Were such a crystal held in star sign Crab,;kirkpatrick;translation
3;25;13036;102;winter would have a month of sunlit day.);kirkpatrick;translation
3;25;13037;103;Young girls will rise light-heartedly and go;kirkpatrick;translation
3;25;13038;104;to join in dancing and (so far from shame);kirkpatrick;translation
3;25;13039;105;intend an honour to the newly-wed.;kirkpatrick;translation
3;25;13040;106;So I saw now that ever-clearer gleam;kirkpatrick;translation
3;25;13041;107;approach the two who spun to their own notes;kirkpatrick;translation
3;25;13042;108;in keeping with the ardour of their love.;kirkpatrick;translation
3;25;13043;109;This set itself within the wheeling song.;kirkpatrick;translation
3;25;13044;110;My lady kept her eyes ﬁxed ﬁrm on these,;kirkpatrick;translation
3;25;13045;111;as silent as a bride, as motionless.;kirkpatrick;translation
3;25;13046;112;‘He is the one who lay upon the breast;kirkpatrick;translation
3;25;13047;113;of Christ, our Pelican. And he it was;kirkpatrick;translation
3;25;13048;114;elected, at the Cross, for one great task.’;kirkpatrick;translation
3;25;13049;115;My lady spoke, and yet she did not cease,;kirkpatrick;translation
3;25;13050;116;before or after, to maintain her gaze;kirkpatrick;translation
3;25;13051;117;where ﬁrst it was, attentively, so ﬁxed.;kirkpatrick;translation
3;25;13052;118;Like someone peering, doing all he can,;kirkpatrick;translation
3;25;13053;119;to see some moment of the sun’s eclipse,;kirkpatrick;translation
3;25;13054;120;who, seeing, grows unseeing all the more,;kirkpatrick;translation
3;25;13055;121;so I became, as this last ﬁre appeared,;kirkpatrick;translation
3;25;13056;122;while words were said: ‘Why dazzle your strained eyes to;kirkpatrick;translation
3;25;13057;123;see things in this place that cannot be?;kirkpatrick;translation
3;25;13058;124;My body lies as earth in earth, and shall;kirkpatrick;translation
3;25;13059;125;(as others shall) until our numbers mount;kirkpatrick;translation
3;25;13060;126;to equal what’s eternally decreed.;kirkpatrick;translation
3;25;13061;127;Two lights alone have risen in both robes –;kirkpatrick;translation
3;25;13062;128;in soul and body – to this cloistered joy.;kirkpatrick;translation
3;25;13063;129;You’ll carry word of this to your own tribe.’;kirkpatrick;translation
3;25;13064;130;As this was said, the ﬂaming wheel grew still,;kirkpatrick;translation
3;25;13065;131;as did the lovely mingling of those sounds;kirkpatrick;translation
3;25;13066;132;that formed within that breathing three-in-one.;kirkpatrick;translation
3;25;13067;133;(Compare: to put an end to strain or risk,;kirkpatrick;translation
3;25;13068;134;oars that repeatedly had struck the waves;kirkpatrick;translation
3;25;13069;135;all stop the moment that the whistle sounds.);kirkpatrick;translation
3;25;13070;136;Ah! What great turmoil in my mind to turn,;kirkpatrick;translation
3;25;13071;137;thinking to see where Beatrice was,;kirkpatrick;translation
3;25;13072;138;and yet not see – although so near to her,;kirkpatrick;translation
3;25;13073;139;despite my being in that happy sphere.;kirkpatrick;translation
3;26;13074;1;As I stood wavering, all seeing gone,;kirkpatrick;translation
3;26;13075;2;out of the ﬂashing ﬂame that quenched my sight;kirkpatrick;translation
3;26;13076;3;a breathing stirred that won my whole attention,;kirkpatrick;translation
3;26;13077;4;saying: ‘While you have yet to re-awaken;kirkpatrick;translation
3;26;13078;5;the sense of sight that spent itself in me,;kirkpatrick;translation
3;26;13079;6;it’s good that you, with words, should compensate.;kirkpatrick;translation
3;26;13080;7;Begin, then. Say what point the soul of you;kirkpatrick;translation
3;26;13081;8;is aiming at, and know, with reason, that your powers of;kirkpatrick;translation
3;26;13082;9;sight, blurred and confused, are not extinct.;kirkpatrick;translation
3;26;13083;10;The lady who now leads you through this godlike;kirkpatrick;translation
3;26;13084;11;realm has, in the glance she gives to you,;kirkpatrick;translation
3;26;13085;12;the power that lay in Ananias’ hand.’;kirkpatrick;translation
3;26;13086;13;‘As now or later pleases her,’ I said,;kirkpatrick;translation
3;26;13087;14;‘may healing fall upon these eyes – the gates;kirkpatrick;translation
3;26;13088;15;through which she came with ﬁres I burn from still.;kirkpatrick;translation
3;26;13089;16;In every text that Love reads out to me –;kirkpatrick;translation
3;26;13090;17;voiced low or strong – the Alpha and Omega is;kirkpatrick;translation
3;26;13091;18;the Good that brings content to all this court.’;kirkpatrick;translation
3;26;13092;19;The voice that ﬁrst had freed me from my fear;kirkpatrick;translation
3;26;13093;20;when that bedazzlement had struck my eyes;kirkpatrick;translation
3;26;13094;21;now sharpened my concern to speak once more.;kirkpatrick;translation
3;26;13095;22;It said to me: ‘You must, for certain, clear;kirkpatrick;translation
3;26;13096;23;in thought a stricter path. You need to tell;kirkpatrick;translation
3;26;13097;24;who is it aims your bow towards its mark.’;kirkpatrick;translation
3;26;13098;25;And I: ‘By reasons in philosophy,;kirkpatrick;translation
3;26;13099;26;as by those Scriptures that descend from here,;kirkpatrick;translation
3;26;13100;27;Love, of necessity, is stamped in me.;kirkpatrick;translation
3;26;13101;28;For good per se , once recognized as good,;kirkpatrick;translation
3;26;13102;29;sets love on ﬁre – the ﬁercer still as love;kirkpatrick;translation
3;26;13103;30;holds more of good within its proper self.;kirkpatrick;translation
3;26;13104;31;Towards that essence, then (which holds such sway;kirkpatrick;translation
3;26;13105;32;that any good that’s found beyond its reach;kirkpatrick;translation
3;26;13106;33;is nothing save a beam of that one ray),;kirkpatrick;translation
3;26;13107;34;the mind, in loving, will more rightly move;kirkpatrick;translation
3;26;13108;35;than elsewhere – or those minds, at least, that see the;kirkpatrick;translation
3;26;13109;36;truth on which this demonstration stands.;kirkpatrick;translation
3;26;13110;37;To my own mind that truth is ﬁrst proclaimed;kirkpatrick;translation
3;26;13111;38;by one who demonstrates the primal love;kirkpatrick;translation
3;26;13112;39;of all the sempiternal forms of life.;kirkpatrick;translation
3;26;13113;40;Proclaimed as well by our true Font and Rule,;kirkpatrick;translation
3;26;13114;41;Who, speaking of Himself, to Moses said:;kirkpatrick;translation
3;26;13115;42;“I shall indeed ensure you see all good.”;kirkpatrick;translation
3;26;13116;43;Proclaimed, no less, by you in your ﬁrst lines –;kirkpatrick;translation
3;26;13117;44;that trumpet call that shouted the arcane;kirkpatrick;translation
3;26;13118;45;clearer than any fanfare down from here.’;kirkpatrick;translation
3;26;13119;46;And then I heard: ‘Through human intellect,;kirkpatrick;translation
3;26;13120;47;and through authorities well-tuned to thought,;kirkpatrick;translation
3;26;13121;48;the highest of your loves looks up to God.;kirkpatrick;translation
3;26;13122;49;But say, as well, what other ropes you feel;kirkpatrick;translation
3;26;13123;50;that draw you to Him and so, too, sound forth;kirkpatrick;translation
3;26;13124;51;how many teeth love’s cog wheel bites you with.’;kirkpatrick;translation
3;26;13125;52;Nothing lay hidden in the holy mind;kirkpatrick;translation
3;26;13126;53;of Christ’s great Eagle. And I saw at once;kirkpatrick;translation
3;26;13127;54;where he meant my avowals to advance.;kirkpatrick;translation
3;26;13128;55;So I began: ‘As many ratchet-teeth;kirkpatrick;translation
3;26;13129;56;as ever turn the human heart to God,;kirkpatrick;translation
3;26;13130;57;all run as one with my own charity.;kirkpatrick;translation
3;26;13131;58;My being, and the being of the world,;kirkpatrick;translation
3;26;13132;59;the death that He sustained so I might live,;kirkpatrick;translation
3;26;13133;60;the hope that all, with me, confess in faith,;kirkpatrick;translation
3;26;13134;61;the living knowledge I have spoken of –;kirkpatrick;translation
3;26;13135;62;all drew me from the waves of wrongful love;kirkpatrick;translation
3;26;13136;63;and set me on the shores of righteousness.;kirkpatrick;translation
3;26;13137;64;And every leaf, en-leaﬁng all the grove;kirkpatrick;translation
3;26;13138;65;of our eternal orchardist, I love;kirkpatrick;translation
3;26;13139;66;as far as love is borne to them from Him.’;kirkpatrick;translation
3;26;13140;67;As I fell silent, through the sky there rang;kirkpatrick;translation
3;26;13141;68;the sweetest song – my lady and these souls;kirkpatrick;translation
3;26;13142;69;all saying now the ‘Holy, Holy, Holy’.;kirkpatrick;translation
3;26;13143;70;A piercing light will startle us from sleep –;kirkpatrick;translation
3;26;13144;71;eye-pulses racing as they meet the glare;kirkpatrick;translation
3;26;13145;72;that passes through the lens from skirt to skirt –  and,;kirkpatrick;translation
3;26;13146;73;shocked awake, we muddle what we see,;kirkpatrick;translation
3;26;13147;74;a blank, mere nescience, at this alert,;kirkpatrick;translation
3;26;13148;75;until our faculties restore their aid.;kirkpatrick;translation
3;26;13149;76;So, too, the eyes of Beatrice shone –;kirkpatrick;translation
3;26;13150;77;their ray would reach a thousand miles or more –;kirkpatrick;translation
3;26;13151;78;routing the maculae that tainted mine.;kirkpatrick;translation
3;26;13152;79;I saw now better than I had before.;kirkpatrick;translation
3;26;13153;80;And, all but stunned, I asked who that light was,;kirkpatrick;translation
3;26;13154;81;appearing as the fourth amongst us there.;kirkpatrick;translation
3;26;13155;82;My donna answered me: ‘Within those rays,;kirkpatrick;translation
3;26;13156;83;the Maker looks with love upon the ﬁrst;kirkpatrick;translation
3;26;13157;84;of souls that primal power had ever formed.’;kirkpatrick;translation
3;26;13158;85;As fresh-leaved branches, when a breeze goes by,;kirkpatrick;translation
3;26;13159;86;bend at their tip, and then – through inner strength which;kirkpatrick;translation
3;26;13160;87;points them high – will straighten once again,  so I;kirkpatrick;translation
3;26;13161;88;did, swaying, wavering at her words,;kirkpatrick;translation
3;26;13162;89;to be re-made, complete in conﬁdence;kirkpatrick;translation
3;26;13163;90;that ﬂowed from my own burning urge to speak.;kirkpatrick;translation
3;26;13164;91;‘You are the single apple,’ I began,;kirkpatrick;translation
3;26;13165;92;‘produced as full and ripe. In kin and law,;kirkpatrick;translation
3;26;13166;93;to you all brides are daughters, ﬁrst of men.;kirkpatrick;translation
3;26;13167;94;I beg, with all the reverence I can bring,;kirkpatrick;translation
3;26;13168;95;that you should speak to me. You know my will.;kirkpatrick;translation
3;26;13169;96;And so – to hear you sooner – I’ll not say.’;kirkpatrick;translation
3;26;13170;97;A beast will sometimes wriggle in a sack,;kirkpatrick;translation
3;26;13171;98;and so display the feelings that it has;kirkpatrick;translation
3;26;13172;99;from how the wrapping follows what it does.;kirkpatrick;translation
3;26;13173;100;In that same way, the ﬁrst of human souls;kirkpatrick;translation
3;26;13174;101;made me see clearly, through his covering,;kirkpatrick;translation
3;26;13175;102;how light of heart he was to meet my will.;kirkpatrick;translation
3;26;13176;103;And then he breathed: ‘Without your oﬀering,;kirkpatrick;translation
3;26;13177;104;I understand what you desire to know;kirkpatrick;translation
3;26;13178;105;better than you know all you hold most sure.;kirkpatrick;translation
3;26;13179;106;I see this shining truly in the glass;kirkpatrick;translation
3;26;13180;107;that holds the pure pareil of other things,;kirkpatrick;translation
3;26;13181;108;and yet in nothing ﬁnds its parallel.;kirkpatrick;translation
3;26;13182;109;You wish to hear how long God had me stay;kirkpatrick;translation
3;26;13183;110;within that garden rising to the heights;kirkpatrick;translation
3;26;13184;111;where she, your donna , set you on this stair;kirkpatrick;translation
3;26;13185;112;how long that garden gave my eye delight,;kirkpatrick;translation
3;26;13186;113;and what the reason was for God’s ﬁerce scorn,;kirkpatrick;translation
3;26;13187;114;and what the language was I formed and used.;kirkpatrick;translation
3;26;13188;115;My dearest son, the tasting of the tree;kirkpatrick;translation
3;26;13189;116;was not itself the cause of banishment,;kirkpatrick;translation
3;26;13190;117;but rather our transgression of the mark.;kirkpatrick;translation
3;26;13191;118;From where your donna once sent Virgil out,;kirkpatrick;translation
3;26;13192;119;four thousand revolutions of the sun,;kirkpatrick;translation
3;26;13193;120;two hundred more then two, I craved this court.;kirkpatrick;translation
3;26;13194;121;I’d seen the sun, with all its lights, return;kirkpatrick;translation
3;26;13195;122;along the starry road, nine hundred times;kirkpatrick;translation
3;26;13196;123;then thirty, in the years I passed on earth.;kirkpatrick;translation
3;26;13197;124;The language that I spoke was wholly spent;kirkpatrick;translation
3;26;13198;125;before the tribe of Nimrod set their minds;kirkpatrick;translation
3;26;13199;126;on work that could not, ever, reach fulﬁlment.;kirkpatrick;translation
3;26;13200;127;For nothing that our natural powers eﬀect;kirkpatrick;translation
3;26;13201;128;(since human pleasures, as the years pass by,;kirkpatrick;translation
3;26;13202;129;are always new) was ever durable.;kirkpatrick;translation
3;26;13203;130;It’s Nature’s work that human beings speak.;kirkpatrick;translation
3;26;13204;131;But whether thus or thus, man’s nature leaves;kirkpatrick;translation
3;26;13205;132;to you to fashion as you may best please.;kirkpatrick;translation
3;26;13206;133;Before I sank to Hell’s deep agonies,;kirkpatrick;translation
3;26;13207;134;the Highest Good – from which derives the joy;kirkpatrick;translation
3;26;13208;135;I’m swathed in here – was known on earth as “I”.;kirkpatrick;translation
3;26;13209;136;Then afterwards we called it El. Needs must.;kirkpatrick;translation
3;26;13210;137;With mortal usages, like leaves along;kirkpatrick;translation
3;26;13211;138;a branch, one goes and then another comes.;kirkpatrick;translation
3;26;13212;139;On that mount rising highest from the sea;kirkpatrick;translation
3;26;13213;140;I was – in pure, and then dishonoured, life –;kirkpatrick;translation
3;26;13214;141;from when the ﬁrst hour dawns until the hour;kirkpatrick;translation
3;26;13215;142;that follows, as the sun moves zone, the sixth.’;kirkpatrick;translation
3;27;13216;1;‘To Father and Son and the Holy Ghost,;kirkpatrick;translation
3;27;13217;2;glory on high!’ all Heaven here began,;kirkpatrick;translation
3;27;13218;3;till I, at that sweet song, reeled drunkenly.;kirkpatrick;translation
3;27;13219;4;And what I saw, it seemed, was now the laughter;kirkpatrick;translation
3;27;13220;5;of all the universe. So drunkenness, for me,;kirkpatrick;translation
3;27;13221;6;came in through hearing and, no less, through sight.;kirkpatrick;translation
3;27;13222;7;The joy of that! The happiness beyond all words!;kirkpatrick;translation
3;27;13223;8;A life of peace and love, entire and whole!;kirkpatrick;translation
3;27;13224;9;Riches all free of craving, troubleless!;kirkpatrick;translation
3;27;13225;10;The faces of the four before my eyes;kirkpatrick;translation
3;27;13226;11;were bright with ﬁre. That soul (the ﬁrst who came) began;kirkpatrick;translation
3;27;13227;12;to grow more brilliant still at this.;kirkpatrick;translation
3;27;13228;13;And now, in how it looked, this face became;kirkpatrick;translation
3;27;13229;14;what Jove would be if he and Mars were birds,;kirkpatrick;translation
3;27;13230;15;and both exchanged their plumage, white for red.;kirkpatrick;translation
3;27;13231;16;The providence that makes division here;kirkpatrick;translation
3;27;13232;17;of duties, tasks and oﬃces imposed;kirkpatrick;translation
3;27;13233;18;a perfect silence on the holy choir.;kirkpatrick;translation
3;27;13234;19;And then I heard: ‘If I change colour now,;kirkpatrick;translation
3;27;13235;20;don’t be amazed at that. For all of these,;kirkpatrick;translation
3;27;13236;21;as I go on, you’ll see change colour, too.;kirkpatrick;translation
3;27;13237;22;He who on earth has robbed me of my place,;kirkpatrick;translation
3;27;13238;23;my place, my place – which therefore, in the sight;kirkpatrick;translation
3;27;13239;24;of God’s dear Son, stands vacant now – has made;kirkpatrick;translation
3;27;13240;25;of my own burial ground a shit hole;kirkpatrick;translation
3;27;13241;26;reeking of blood and pus. In this the sod;kirkpatrick;translation
3;27;13242;27;who fell from here down there takes sheer delight.’;kirkpatrick;translation
3;27;13243;28;With that same colour that a cloud takes on,;kirkpatrick;translation
3;27;13244;29;morning or evening, when it meets the sun,;kirkpatrick;translation
3;27;13245;30;I saw, in every part, the heavens ﬂush.;kirkpatrick;translation
3;27;13246;31;And as some innocent – herself quite clean;kirkpatrick;translation
3;27;13247;32;in conscience – when she notes another’s fault;kirkpatrick;translation
3;27;13248;33;may still, on hearing this, grow chaste and shy,;kirkpatrick;translation
3;27;13249;34;so Beatrice changed in countenance.;kirkpatrick;translation
3;27;13250;35;So, too, I think the heavens were once eclipsed;kirkpatrick;translation
3;27;13251;36;when Utmost Power submitted to the Cross.;kirkpatrick;translation
3;27;13252;37;And then Saint Peter’s words went on, his voice;kirkpatrick;translation
3;27;13253;38;transformed so utterly from what it was;kirkpatrick;translation
3;27;13254;39;that he, in look, could not have been more changed.;kirkpatrick;translation
3;27;13255;40;‘The Bride of Christ was not brought forth and raised;kirkpatrick;translation
3;27;13256;41;on blood of mine – of Linus, too, and Cletus –;kirkpatrick;translation
3;27;13257;42;to be made use of in pursuit of gold,;kirkpatrick;translation
3;27;13258;43;but rather, to pursue here living joy,;kirkpatrick;translation
3;27;13259;44;Sixtus and Pius, Urban, Calixtus,;kirkpatrick;translation
3;27;13260;45;after harsh tears all shed their blood for this.;kirkpatrick;translation
3;27;13261;46;We did not mean that some of Christ’s own race;kirkpatrick;translation
3;27;13262;47;should sit in favour on our heirs’ right hand,;kirkpatrick;translation
3;27;13263;48;and others, to the left, incur disgrace;kirkpatrick;translation
3;27;13264;49;nor that the keys entrusted to my hands;kirkpatrick;translation
3;27;13265;50;should serve as battle emblem on the ﬂag;kirkpatrick;translation
3;27;13266;51;that fought against those marked by baptism;kirkpatrick;translation
3;27;13267;52;nor that, myself, I should become the stamp;kirkpatrick;translation
3;27;13268;53;that seals the sale of untrue privilege.;kirkpatrick;translation
3;27;13269;54;I ﬂare and redden often at this thought.;kirkpatrick;translation
3;27;13270;55;Down there, in every pasture, ravening wolves;kirkpatrick;translation
3;27;13271;56;are seen dressed up as shepherds and as priests.;kirkpatrick;translation
3;27;13272;57;God our defence, why are you still unmoved?;kirkpatrick;translation
3;27;13273;58;Gascons along with bankers from Cahors;kirkpatrick;translation
3;27;13274;59;prepare themselves to drink our martyr blood.;kirkpatrick;translation
3;27;13275;60;To what corrupted ends good starts may sink!;kirkpatrick;translation
3;27;13276;61;But Providence on high that made defence;kirkpatrick;translation
3;27;13277;62;through Scipio at Rome of this world’s fame;kirkpatrick;translation
3;27;13278;63;will soon, as I conceive it, oﬀer aid.;kirkpatrick;translation
3;27;13279;64;And you, my son, whose body weighs you down;kirkpatrick;translation
3;27;13280;65;so you’ll return below, speak openly;kirkpatrick;translation
3;27;13281;66;and do not hide what I don’t hide from you.’;kirkpatrick;translation
3;27;13282;67;When sun and Goat Horn touch as winter signs,;kirkpatrick;translation
3;27;13283;68;the air in our terrestrial atmosphere;kirkpatrick;translation
3;27;13284;69;ﬂoats down in falls of frozen vapour ﬂakes.;kirkpatrick;translation
3;27;13285;70;So now I saw, with upward sweeping ﬂakes,;kirkpatrick;translation
3;27;13286;71;the aether decked in those triumphant airs;kirkpatrick;translation
3;27;13287;72;that ﬁrst had passed their time with us below.;kirkpatrick;translation
3;27;13288;73;My eyes, in following these semblances,;kirkpatrick;translation
3;27;13289;74;followed until the space between became;kirkpatrick;translation
3;27;13290;75;so great it took away sight’s power to pass.;kirkpatrick;translation
3;27;13291;76;At which my lady, seeing me absolved;kirkpatrick;translation
3;27;13292;77;from all attention to the heights, now said:;kirkpatrick;translation
3;27;13293;78;‘Now sink your gaze, and see how far you’ve turned.’;kirkpatrick;translation
3;27;13294;79;I saw that since the time I’d ﬁrst looked down;kirkpatrick;translation
3;27;13295;80;I’d moved in those six hours through all the arc,;kirkpatrick;translation
3;27;13296;81;mid-point to end, the ﬁrst zone makes on earth,;kirkpatrick;translation
3;27;13297;82;so that I saw, beyond Cadiz, the mad;kirkpatrick;translation
3;27;13298;83;sea-jaunt of Ulysses and, east, the shore;kirkpatrick;translation
3;27;13299;84;where soft Europa once was borne away.;kirkpatrick;translation
3;27;13300;85;And more still of that eastward threshing ﬂoor;kirkpatrick;translation
3;27;13301;86;would have been shown me but, beneath my feet,;kirkpatrick;translation
3;27;13302;87;the sun, processing, reached a farther sign.;kirkpatrick;translation
3;27;13303;88;My mind, so deep in love that always woos,;kirkpatrick;translation
3;27;13304;89;as donna , my donna , burned more ﬁercely still;kirkpatrick;translation
3;27;13305;90;to turn its eyes once more to where she was.;kirkpatrick;translation
3;27;13306;91;Though art or nature, to possess our minds,;kirkpatrick;translation
3;27;13307;92;may, in its paintings or in ﬂesh itself,;kirkpatrick;translation
3;27;13308;93;produce beguiling pastures for our eyes,;kirkpatrick;translation
3;27;13309;94;these all would seem as nothing when compared;kirkpatrick;translation
3;27;13310;95;with that divine delight which shone on me;kirkpatrick;translation
3;27;13311;96;when I turned round to see her smiling look.;kirkpatrick;translation
3;27;13312;97;The inward powers her glance bestowed on me,;kirkpatrick;translation
3;27;13313;98;uprooting me from Leda’s lovely nest,;kirkpatrick;translation
3;27;13314;99;impelled me to the swiftest of the skies.;kirkpatrick;translation
3;27;13315;100;Its regions so exalted, living bright,;kirkpatrick;translation
3;27;13316;101;are all so uniform I cannot say;kirkpatrick;translation
3;27;13317;102;which Beatrice chose to be my place.;kirkpatrick;translation
3;27;13318;103;But she, who saw the strength of my desire,;kirkpatrick;translation
3;27;13319;104;laughing with such great happiness;kirkpatrick;translation
3;27;13320;105;that God appeared rejoicing in her face:;kirkpatrick;translation
3;27;13321;106;‘The order in the natural spheres that stills;kirkpatrick;translation
3;27;13322;107;the central point and moves, round that, all else,;kirkpatrick;translation
3;27;13323;108;here sets its conﬁne and begins its rule.;kirkpatrick;translation
3;27;13324;109;This primal sphere has no “where” other than;kirkpatrick;translation
3;27;13325;110;the mind of God. The love that makes it turn;kirkpatrick;translation
3;27;13326;111;is kindled there, so, too, the powers it rains.;kirkpatrick;translation
3;27;13327;112;Brightness and love contain it in one ring,;kirkpatrick;translation
3;27;13328;113;as this, in turn, contains the spheres below.;kirkpatrick;translation
3;27;13329;114;And only He who binds it knows the bond.;kirkpatrick;translation
3;27;13330;115;Its motion is not gauged by other marks.;kirkpatrick;translation
3;27;13331;116;All other marks are measured out from this –;kirkpatrick;translation
3;27;13332;117;as ten is factored by its half and ﬁfth.;kirkpatrick;translation
3;27;13333;118;So now it will be clear to you how Time;kirkpatrick;translation
3;27;13334;119;takes root within the humus of this bowl,;kirkpatrick;translation
3;27;13335;120;and shows its fronds in every other part.;kirkpatrick;translation
3;27;13336;121;Crass, itching greed! You plunge our mortal sense;kirkpatrick;translation
3;27;13337;122;so far within your depth that none can drag;kirkpatrick;translation
3;27;13338;123;their eyes above the mounting turbulence!;kirkpatrick;translation
3;27;13339;124;Intention blossoms well in human hearts.;kirkpatrick;translation
3;27;13340;125;But rain, unending rain, will render down;kirkpatrick;translation
3;27;13341;126;the true, ripe plum to shrivelled pods of blight.;kirkpatrick;translation
3;27;13342;127;Good faith and innocence are only found;kirkpatrick;translation
3;27;13343;128;in infant schools. And both will long have ﬂed;kirkpatrick;translation
3;27;13344;129;before the cheek is covered with a beard.;kirkpatrick;translation
3;27;13345;130;There’s one kid, burbling still, awaiting food,;kirkpatrick;translation
3;27;13346;131;who when he’s ﬂuent in his speech will gorge;kirkpatrick;translation
3;27;13347;132;on every dish, beneath whatever moon.;kirkpatrick;translation
3;27;13348;133;There’s one there (burbling, too) who loves his mum;kirkpatrick;translation
3;27;13349;134;and heeds her words, who, when his tongue grows whole,;kirkpatrick;translation
3;27;13350;135;will long to see her buried in her grave.;kirkpatrick;translation
3;27;13351;136;And so the whitest skin is scorched pitch black;kirkpatrick;translation
3;27;13352;137;merely to glimpse the lovely child of him;kirkpatrick;translation
3;27;13353;138;who brings the dawn and leaves behind the dark.;kirkpatrick;translation
3;27;13354;139;And you – so you should not suppose this strange –;kirkpatrick;translation
3;27;13355;140;think that on earth there’s no one who will rule,;kirkpatrick;translation
3;27;13356;141;and so the human family goes astray.;kirkpatrick;translation
3;27;13357;142;But those neglected hundredths in our dates;kirkpatrick;translation
3;27;13358;143;will make of January a spring-song month;kirkpatrick;translation
3;27;13359;144;before these circling heights send down such rays;kirkpatrick;translation
3;27;13360;145;that storms of fortune, so long waited for,;kirkpatrick;translation
